anime_id,name,score,genres,type,episodes,aired_start,premiered,status,studios,source,rating,rank,popularity,favorites,scored_by
39106,"Tottoko Hamtarou: ""A"" kara ""N"" made Hiragana Asobi",,,OVA,1,2003,summer 2003,Finished,,Manga,G,13062,15076,0,
39145,Sakura to Sakurin,,,OVA,1,2012,,Finished,,Original,G,19336,20500,0,
43920,Datou Er Zi He Xiao Tou Baba,,Slice of Life,TV,156,1995,,Finished,,,G,15520,21144,0,
39117,Girls Jockey,,,Special,1,2019,winter 2019,Finished,,Other,PG-13,16089,16259,1,
48107,Ling Cao Xiao Zhanshi,,,TV,26,2020,,Finished,,Original,PG,17717,21094,0,
39140,Hong Mao Lan Tu: Qi Xia Waizhuan,,,TV,52,2017,spring 2017,Finished,,,G,16514,19330,0,
46280,Gu Gu Dong,,Fantasy,TV,26,,,Finished,,Original,PG,16158,23815,0,
44790,Zhao Shi Gu Er,,,Movie,1,2011,,Finished,,Other,G,14239,23376,0,
48268,Sinbi Apateu: Haliui Teugbyeolhan Halu,,,Special,1,2019,summer 2019,Finished,,Original,G,19923,22403,0,
46298,Xingxi Baowei Zhan,,"Action, Sci-Fi",TV,52,2010,spring 2010,Finished,,,G,13868,22957,0,
48300,Udangtangtang Jaedong-ine,,,TV,26,2005,,Finished,,Original,PG,13201,24468,0,
39138,Hong Mao Lan Tu: Ao You Guo Lixian Ji,,,TV,48,2013,spring 2013,Finished,,,G,16506,19673,0,
44875,Shen Jian Chuanqi,,"Adventure, Fantasy",Movie,1,2014,fall 2014,Finished,,,PG,19569,22933,0,
43924,Xin Datou Er Zi He Xiao Tou Baba 3rd Season,,Slice of Life,TV,150,2015,summer 2015,Finished,,,G,13776,22101,0,
44865,Wo Shi Lang: Huolong Shanda Maoxian,,"Adventure, Fantasy",Movie,1,2014,spring 2014,Finished,,,PG,13412,22948,0,
43817,Zhi Dou Wuya,,,Movie,1,1991,,Finished,Shanghai Animation Film Studio,,PG,14263,21528,0,
42602,"Miloha CM: Oresama ni, Amae Chai na",,,Special,1,2020,summer 2020,Finished,,Original,G,18119,18419,0,
39255,Tong Tong - You You no Hi no Youjin,,,OVA,1,1992,spring 1992,Finished,,Original,G,13046,20001,0,
39256,Tong Tong - You You no Koutsuu Anzen,,,OVA,1,1991,,Finished,,Original,G,13047,20510,1,
39260,Hare Tokidoki Buta no Jishin Youjin Nikki,,,OVA,1,1999,,Finished,,Picture book,G,16341,20121,0,
39261,Hare Tokidoki Buta no Koutsuu Anzen,,,OVA,1,1999,,Finished,,Picture book,G,16342,20196,0,
39262,Hare Tokidoki Buta: Noriyasu-kun no Koutsuu Anzen,,,OVA,1,1992,,Finished,,Picture book,G,16344,20306,0,
39263,Hare Tokidoki Buta: Noriyasu-kun no Hi no Youjin,,,OVA,1,1994,,Finished,,Picture book,G,16343,20466,0,
48155,Nae Chingu Ubisonyeon,,Comedy,TV,28,2003,fall 2003,Finished,,,PG,18375,22922,0,
38878,Sweet Touch of Love,,Avant Garde,Movie,1,1974,,Finished,,Original,,12716,19737,0,
38877,Get Back on the Hill,,Avant Garde,Movie,1,1974,,Finished,,Original,,16075,19682,0,
39265,Peter-kun no Hinotama Taiji,,,OVA,1,1988,,Finished,,Original,G,18871,20502,1,
48142,Kkoma Nongbu Rabby,,,TV,52,2016,fall 2016,Finished,,Original,PG,17358,23447,0,
48137,Gwiyeoun Jjokkomi,,,TV,13,1997,,Finished,,Manga,PG,16240,23824,0,
38876,U.F.O,,Avant Garde,Movie,1,1973,,Finished,,Original,,13182,19807,0,
38873,She,,Avant Garde,Movie,1,1971,,Finished,,Original,,19554,19692,0,
46310,Yinyue Qi Xia,,,TV,52,2010,fall 2010,Finished,,Original,PG,14068,21194,0,
44885,Mo Jing Qi Yuan,,Fantasy,Movie,1,2015,summer 2015,Finished,,,PG,18196,22448,0,
45944,Gushi Xuetang,,,TV,210,2009,winter 2009,Finished,,Original,PG,16232,24034,0,
46313,Laoying Zhua Xiao Ji: Mowang Shijie Da Maoxian,,,TV,52,2013,,Finished,,Original,PG,17651,24133,0,
48111,Zhui Meng Shaonian,,,ONA,12,2014,,Finished,,Original,PG,14368,21706,0,
46312,Laoying Zhua Xiao Ji: Zhengjiu Meishi Cheng,,,TV,52,2013,,Finished,,Original,PG,17652,23844,0,
48114,Bao Bao Wo,,,TV,52,2021,,Finished,,Original,PG,14803,20803,0,
48164,Bidulgi Habchang,,,Special,1,1988,winter 1988,Finished,,Other,G,14905,22179,0,
39342,Kobo-chan no Koutsuu Anzen,,,OVA,1,1992,,Finished,,4-koma manga,G,17373,20268,0,
48116,Xiuluo Jian Zun,,Fantasy,ONA,156,2021,,Finished,,,PG-13,13941,18451,2,
38869,4.Eyes Re-Mix 2005,,Avant Garde,Movie,1,2005,,Finished,,Original,,14433,17494,0,
48117,Shi Jie Bei Xing Ci Yuan,,Comedy,ONA,3,,,Finished,,Original,G,19639,21506,0,
46311,Laoying Zhu Xiao Ji: Zhi Dou Fuhao Cheng,,,TV,52,2012,summer 2012,Finished,,Original,PG,17649,24132,0,
45963,Guandong Dangpu,,,TV,60,2009,,Finished,,Original,PG,16185,23817,0,
38871,Rainbow Scene,,Avant Garde,Movie,1,1971,,Finished,,Original,,19144,19488,0,
38868,Blow Up 2,,Avant Garde,Movie,1,2005,,Finished,,Original,,14937,19960,0,
39254,Oyako de Manabu: Kaji no Youjin - Jishin no Youjin,,,OVA,1,1996,,Finished,,Original,G,18780,20295,0,
43927,Xin Datou Er Zi He Xiao Tou Baba 6th Season,,Slice of Life,TV,100,2019,,Finished,,,G,13779,22511,0,
43926,Xin Datou Er Zi He Xiao Tou Baba 5th Season,,Slice of Life,TV,100,2018,,Finished,,,G,13778,22470,0,
39228,Yanbou Ninbou Tonbou no Koutsuu Anzen,,,OVA,1,1997,spring 1997,Finished,,Radio,G,13986,19137,0,
48175,Ddwiddwibangbang Kujodae,,,TV,104,2010,,Finished,,Original,PG,15529,22570,0,
48166,Donghwanala Poinpo,,Fantasy,TV,26,,,Finished,,Original,PG,15641,23605,0,
43816,Yeban Guai Sheng,,,Movie,1,1991,,Finished,Shanghai Animation Film Studio,,PG,14020,21952,0,
48187,Arpo The Robot,,,TV,42,2012,,Finished,,Original,PG,14628,20694,0,
39229,Time Slip 1923: Mori no Miracle Jishin Taiken,,,OVA,1,1994,,Finished,,Original,G,12988,20445,0,
39032,High & Low: G-Sword (Movie),,,Movie,5,2017,summer 2017,Finished,,Other,G,16439,17300,0,
48349,Ghost Mecard,,,TV,26,2018,fall 2018,Finished,,,PG,16084,19978,0,
46309,Kaixin Hanzi,,,TV,1000,2011,,Finished,,Original,PG,17097,20630,0,
39205,Oshamani,,,ONA,3,2019,winter 2019,Finished,,Original,G,18730,18921,0,
48341,Kioka,,,TV,78,2012,winter 2012,Finished,,,PG,17323,20256,1,
46276,E Bao Xiao Zhandui,,,TV,96,2010,,Finished,,Original,PG,15773,21023,0,
43925,Xin Datou Er Zi He Xiao Tou Baba 4th Season,,Slice of Life,TV,100,2017,summer 2017,Finished,,,G,13777,22469,0,
48178,Love Slate,,Erotica,Movie,1,2017,winter 2017,Finished,,Web manga,R+,,17869,2,
38911,Zhi Duoduo Qihuan Xingkong Zhi Lu,,,ONA,1,2014,spring 2014,Finished,,Original,PG,14258,18527,0,
46274,Han Han E Yu Gaga Ya,,,TV,104,2010,,Finished,,Original,PG,16299,24040,0,
39253,Let's Go Nakama-tachi!: Bokura to Hakase no Bouka no Chikai,,,OVA,1,1993,,Finished,,Original,G,17681,20506,0,
46277,Wanhuatong Li De Shijie,,,TV,20,2011,,Finished,,Original,PG,13325,21362,0,
46275,Caihong Gui,,,TV,26,2010,,Finished,,Original,PG,15056,23286,0,
45757,Huo Xing Wa: Yong Chuang Mo Jing Dao,,,TV,52,2007,,Finished,,,PG,16656,21046,0,
45742,Gei Dou Dou Hu De Xin,,,TV,52,,,Finished,,Original,PG,16051,23607,0,
45858,Yu Qilin Gushi Hui: Jingdian Gushi Zong Dong Yuan,,,TV,104,2012,,Finished,,,PG,14129,21619,0,
45744,Dou Dou Hu: Huan Shu You,,,TV,52,,,Finished,,Original,PG,15686,23600,0,
45743,Dou Dou Hu Qimiao Le Leyuan,,,TV,52,,,Finished,,Original,PG,15680,23733,0,
45768,Xiao Xiao Zhihui Wu,,,TV,52,,,Finished,,Original,PG,13681,23759,0,
45870,Ling Jue Xiao Heshang,,,TV,24,1998,,Finished,,,PG,17717,23502,0,
54088,Deko Boko Friends 4 Specials,,,Special,6,2005,,Finished,,,PG,15540,23109,0,
45756,Huo Xing Wa: Jiankang Chengzhang,,,TV,52,2006,,Finished,,,PG,16650,21191,0,
45921,Wu Buxiang,,,TV,52,2009,fall 2009,Finished,,,PG,13437,21266,0,
45755,Huo Xing Wa: Yi Zhi Bao,,,TV,52,2010,,Finished,,,PG,16655,21077,0,
45971,Tianwai Fuxing: Chi Jian Chuanqi,,,TV,26,2009,,Finished,,,PG,12965,23549,0,
53993,Rescue Tayo,,,ONA,10,2022,summer 2022,Finished,,Original,,19176,21232,0,
45862,Chao Neng Yongshi,,,TV,52,2011,,Finished,,,PG,15147,20899,0,
45754,Doudou Dou Zhidao,,,TV,24,,,Finished,,Original,PG,15708,23405,0,
45770,Qi Huan Ya Xian Bao,,,TV,26,2018,fall 2018,Finished,,,PG,19017,21741,0,
45750,Xiao Chu Shen Dou Dou,,,TV,52,,,Finished,,Original,PG,13565,24144,0,
46049,Shajiabang Xin Chuan,,,TV,30,2007,,Finished,,,PG,19480,23738,0,
45759,Huo Xing Wa: Yuzhou Yaoshi,,,TV,52,2008,,Finished,,,PG,16658,21151,0,
45749,Dou Dou Hu Kuai Yue Jiayuan,,,TV,52,,,Finished,,Original,PG,15679,23660,0,
54115,Deko Boko Friends 5 Specials,,,Special,6,2005,,Finished,,,PG,15541,23170,0,
45860,Xingji Jiazu: Anquan Shaonian Tuan,,,ONA,52,2021,winter 2021,Finished,,,PG,13854,21930,0,
45751,Shen Shenlin Lixian Ji,,,TV,52,,,Finished,,Original,PG,19573,24114,0,
45748,Dou Dou Hu Meishi Xiao Dangjia,,,TV,52,,,Finished,,Original,PG,15679,23732,0,
54097,Momorin to Hoshizora de Asobou!,,"Adventure, Sci-Fi",Movie,4,,,Finished,,,G,18249,24010,0,
45747,Dou Dou Hu Huanle Chengzhang Ji,,,TV,52,,,Finished,,Original,PG,15676,23729,0,
45758,Huo Yan Zhan Shi,,,TV,53,2009,,Finished,,,PG,16661,21218,0,
45762,Huo Xing Wa: Xue Han Zi,,,TV,52,2010,,Finished,,,PG,16653,21176,0,
45965,Jiayan Mama,,,TV,13,2007,,Finished,,,PG,16845,23623,0,
45741,Dou Dou Hu Shuxue Wangguo,,,TV,52,,,Finished,,Original,PG,15682,23416,0,
22131,Train Heroes Movie,,,Movie,1,2014,winter 2014,Finished,,,G,13076,18141,0,
45861,Tian You Fan Tong,,,TV,40,2011,,Finished,,,PG,12950,21358,0,
45746,Dou Dou Hu Zheng Shi Tianxia,,,TV,52,,,Finished,,Original,PG,15684,23735,0,
45764,Huo Xing Wa: Dazhan Ha Lou Guai,,,TV,52,2010,fall 2010,Finished,,,PG,16650,21014,0,
45854,Zhonghua Xiao Yue Yun,,,TV,104,2008,,Finished,,,PG,14314,23373,0,
45897,Mofa Zhu Liye,,,TV,52,2010,,Finished,,,PG,18220,23514,0,
45903,Youji Shen Bing,,,TV,156,2006,winter 2006,Finished,,,PG,14107,23229,0,
22619,Kero Kero Keroppi no Tomodachitte Ii na,,,OVA,1,1992,spring 1992,Finished,,,G,17251,16730,0,
46029,Sanqi Xiao Fuxing: Haixia Xiongdi,,,TV,26,,,Finished,,Original,PG,19387,23870,0,
45904,Mo Di Qiyu Ji,,,TV,26,2004,winter 2004,Finished,,,PG,18186,21416,0,
46031,Sanqi Xiao Fuxing: Xuyuan Ji,,,TV,26,,,Finished,,Original,PG,19394,23874,0,
22523,Sekai no Hikari: Shinran Shounin,,,OVA,6,1992,,Finished,,,PG-13,19449,18429,0,
45816,Guandong Sanbao Ji,,,TV,26,1997,,Finished,,,PG,16186,21634,0,
45907,Mao Er Shan de Guizi Bing,,,TV,36,2006,winter 2006,Finished,,,PG,17903,23314,0,
9903,Zhi Duoduo Zhi Duoduo,,,TV,15,2000,,Finished,,,G,14265,17587,0,
9749,Shin Otokogi,,,OVA,2,1998,spring 1998,Finished,,,R+,19722,17026,0,
45901,Pow Pow Bing: Pow Pow Xiang Qian Chong,,,ONA,64,2012,winter 2012,Finished,,,PG,18972,22292,0,
45900,Pow Pow Xiang Qian Chong,,,ONA,2,2012,winter 2012,Finished,,,PG,18973,22293,0,
22639,Kero Kero Keroppi no Tomodachi wa Mahoutsukai,,,OVA,1,1993,winter 1993,Finished,,,G,17250,16408,0,
46020,Xin de Zhengcheng,,,TV,20,2012,,Finished,,,PG,13789,24219,0,
45898,Kong Xiaoru,,,TV,52,2009,summer 2009,Finished,,,PG,17407,23630,0,
45828,Luo Baobei Ting Gushi,,,TV,365,,,Finished,,Original,PG,17791,22116,0,
45932,Zheng He Xia Xiyang,,Adventure,TV,52,,,Finished,,,PG,14255,23036,0,
45812,Xiaomi De Senlin,,,TV,16,2009,summer 2009,Finished,,,PG,13749,20960,0,
45881,Konglong Shijie,,,TV,152,2019,summer 2019,Finished,,,PG,17418,24056,0,
45914,Xiaolong Da Kung Fu: Shenlong Zhandui,,,TV,52,2015,,Finished,,,PG,13740,23491,0,
45946,Ori Niu He Di Rui Yang,,,TV,115,,,Finished,,Original,PG,18723,24157,0,
45788,Tico Jiang Gushi,,,TV,77,,,Finished,,Original,PG,12979,24196,0,
45787,Tico Dongji Pian,,,TV,57,,,Finished,,Original,PG,12979,24465,0,
46040,Wang Er Shan,,,TV,26,2010,,Finished,,,PG,13312,21858,0,
45915,Nono Senlin,,,TV,104,2009,winter 2009,Finished,,,PG,18573,20850,1,
45916,Hibabe,,,TV,26,2007,,Finished,,,PG,16433,21292,0,
45919,Jia You Ernu,,,TV,367,2008,spring 2008,Finished,,,G,16815,23297,0,
45926,Bu Yiyang de Tuzi Yinyue Pian,,,TV,26,,,Finished,,Original,PG,15007,23640,0,
45872,Chong Chong,,,TV,294,2006,,Finished,,,PG,15272,23054,0,
54078,Deko Boko Friends 5,,,TV,47,2005,,Finished,,Original,,15540,22719,0,
9868,Chengyu Donghua Lang,,,TV,180,1987,,Finished,,,PG,15185,16146,2,
54065,Xiao Li yu Hupo,,"Fantasy, Slice of Life",ONA,,2021,summer 2021,Currently,,,G,13608,20161,0,
45912,Xiaolong Da Kung Fu,,,TV,84,2009,,Finished,,,PG,13739,23490,0,
45810,Si Lu Chuanqi Dahai Tu,,Adventure,TV,52,,,Finished,,,PG,19903,23886,0,
9902,Hyper ERT,,,TV,20,2008,,Finished,,,G,16677,18470,0,
46037,Lang Ge Tu Yu Tu Ge Lang,,,TV,52,,,Finished,,Original,PG,17623,24063,0,
43203,Huangdi Meng,,,Movie,1,1947,,Finished,,,G,16602,21174,0,
45908,Long Wa,,,TV,59,2009,winter 2009,Finished,,,PG,17754,21108,0,
45801,Meng Zhou Shaonian Zhi: Qin Jian Chuanqi,,,TV,18,,,Finished,,Original,PG,18026,23709,0,
45884,Shuimu Wawa Shi Wan Ge Weisheme,,,TV,365,,,Finished,,Original,PG,19865,23543,0,
45800,Meng Zhou Shaonian Zhi: Tian Qing Chuanqi,,,TV,19,,,Finished,,Original,PG,18028,23568,0,
45799,Meng Zhou Shaonian Zhi: Shanggu Chuanqi,,,TV,18,,,Finished,,Original,PG,18027,23507,0,
45929,Bu Yiyang de Tuzi Jiyi Pian,,,TV,26,,,Finished,,Original,PG,15005,23587,0,
23733,KoSys! Kochira Keihime Tetsudou: Kouhou System-ka,,"Comedy, Slice of Life",ONA,,2014,spring 2014,Currently,,,PG-13,17443,15504,1,
46038,Lang Ge Tu Yu Tu Ge Lang: Xunfang Taohuayuan,,,TV,32,,,Finished,,Original,PG,17625,23847,0,
45794,Kepu Zhongguo: Lele Xiong Du Kexue,,,TV,56,,,Finished,,Original,PG,17242,23842,0,
45738,Dou Dou Hu,,,TV,104,,,Finished,,Original,PG,15673,23415,0,
55331,Vinland Saga Season 2: Same Old Story,,,ONA,1,2023,spring 2023,Finished,,Manga,,0,0,0,
43939,Xin Datou Er Zi He Xiao Tou Baba: Chuanqi Doudou,,,Special,1,2019,summer 2019,Finished,,,G,13780,22102,0,
43938,Xin Datou Er Zi He Xiao Tou Baba: Menghuan Leyuan Qiyu Ji,,,Special,1,2017,winter 2017,Finished,,,G,13784,22103,0,
43936,Xin Datou Er Zi He Xiao Tou Baba: Chao Neng Baba,,,Special,1,2016,winter 2016,Finished,,,G,13781,22102,0,
16746,Goesu Daejeonjaeng,,"Action, Supernatural",Movie,1,1972,,Finished,,,,16104,18292,0,
16752,Haedori Daemoheom,,"Adventure, Drama",Movie,1,1982,,Finished,,,,16242,18637,0,
16754,Taegeugsonyeon Huin Dogsuli,,"Action, Adventure",Movie,1,1979,,Finished,,,,12735,18200,0,
16778,Gold Pencil And Alien Boy,,Adventure,Movie,1,1983,summer 1983,Finished,,,,16114,16298,0,
16780,Gongnyong Baengmannyeon Ttori,,"Action, Adventure",Movie,1,1981,,Finished,,,,16127,17887,0,
16784,Marin X,,"Action, Adventure, Sci-Fi",Movie,1,1982,,Finished,,,,17930,18016,0,
16790,Super Samchongsa,,"Action, Sci-Fi",Movie,1,1982,,Finished,,,,20104,18275,0,
16796,Mujeokcheorin Rambot,,"Action, Sci-Fi",Movie,1,1985,,Finished,,,,18322,17922,0,
16800,Miraesonyeon Kunta Beomyuda 5000 Nyeon,,"Action, Adventure",Movie,1,1983,,Finished,,,,18165,17943,1,
16804,Solar I.II.III,,Action,Movie,1,1982,fall 1982,Finished,,,,19940,15729,0,
16806,Super Titans 15,,Action,Movie,1,1982,,Finished,,,,20104,17190,2,
16818,Eunhahamdae Jiguho,,"Action, Adventure, Sci-Fi",Movie,1,1979,summer 1979,Finished,,,,15823,16913,0,
16820,Lightning Atom,,Action,Movie,1,1971,,Finished,,,,17704,17789,0,
55271,Diamond wo Sagase! Usotsuki Karasu to Haru no Seiza-tachi,,"Adventure, Fantasy, Sci-Fi",Movie,1,2023,winter 2023,Finished,,,,15562,23941,0,
16554,Dallyeola Majing-ga-X,,Sci-Fi,Movie,1,1978,,Finished,,,,15473,17297,0,
16257,Efficus: Kono Omoi o Kimi ni...,,,OVA,2,1998,summer 1998,Finished,,Visual novel,,15787,14597,2,
43965,De Du Xiao Heshang,,,TV,52,2001,,Finished,,,PG,15529,22891,0,
16490,Robot Taekwon V wa Hwanggeum Nalgae,,,Movie,1,1978,summer 1978,Finished,,,PG,19206,16183,0,
43952,Zhonghua Chuanshuo Meide Gushi,,,TV,39,1997,,Finished,,,PG,14304,22634,0,
43906,Huihe,,,Movie,1,1991,,Finished,,,G,16632,22543,0,
16824,Hwang-geum-ui Pal,,Sports,Movie,1,1983,,Finished,,,,16668,18448,0,
43696,Bad Mood,,Slice of Life,ONA,,2020,fall 2020,Currently,,,PG-13,14720,21141,0,
44949,Si Du Chishui,,,Movie,1,2016,fall 2016,Finished,,,G,19900,23099,0,
55082,Lonetrail,,"Action, Fantasy",ONA,1,2023,spring 2023,Finished,,,,0,0,0,
55081,Tsukuyo no Nakama Atsume,,"Comedy, Fantasy",ONA,1,2023,winter 2023,Finished,,,,0,0,0,
17479,Bad Badtz-Maru no Ore no Pochi wa Sekaiichi,,,Movie,1,1996,winter 1996,Finished,,,G,14716,15768,0,
16828,Hokseong Robot Sseondeo A,,Action,Movie,1,1982,winter 1982,Finished,,,,16484,16392,0,
16830,Uju Jeonsa Hong Gildong,,"Action, Adventure, Sci-Fi",Movie,1,1983,,Finished,,,,13210,18024,0,
16832,Video Ranger 007,,"Action, Adventure",Movie,1,1985,,Finished,,,,13272,18272,0,
16834,Mecha Robot Corps 3,,"Action, Adventure",Movie,1,1985,,Finished,,,,17966,17834,0,
16838,Gaegujang-i Cheonsa-deul,,Adventure,Movie,1,1980,,Finished,,,,15982,17912,0,
44847,Miao Xiansheng: Yan Luo Dadao,,Fantasy,ONA,1,2014,,Finished,,,,18087,20259,0,
44849,Chongfeng Hao,,,Movie,1,2013,spring 2013,Finished,,,PG,15278,22558,0,
44882,Shaonian Mao Zedong,,,Movie,1,2015,spring 2015,Finished,,,G,19528,22086,0,
11711,Me wo Samase Toragorou,,,Special,1,1985,,Finished,,,G,17964,18976,1,
14069,Shinjuku Shin-chan: Yoiko no Koutsuu Anzen,,,ONA,1,2009,summer 2009,Finished,,,G,19735,16674,0,
44166,Xiaohu Huan Xiang,,,TV,78,2001,,Finished,,,PG,13734,21696,0,
55615,BECOME THE CASTELLAN IN ANOTHER WORLD,,"Action, Comedy",ONA,,,,Currently,,Other,PG-13,0,0,0,
13103,Ponta to Ensoku,,"Adventure, Drama",OVA,1,2012,spring 2012,Finished,,,,18948,15634,0,
55562,エデンズゼロ,,"Action, Adventure, Fantasy, Supernatural",,25,,,Finished,,Other,PG-13,0,0,0,
12903,Tsushima Maru: Sayounara Okinawa,,,Movie,1,1982,fall 1982,Finished,,Book,,13106,15048,0,
55643,MY WIFE IS A DEMON QUEEN,,"Action, Adventure, Fantasy, Romance",ONA,,,,Currently,,Web manga,PG-13,0,0,0,
44373,Zhongguo Nanhai: Hong Zhanhui,,,TV,12,2006,winter 2006,Finished,,,G,14302,22880,0,
44452,Jiu Hua Xiao Heshang,,,TV,104,2011,,Finished,,,PG,16950,22786,0,
55691,Koumi-jima Shuu 7 de Umeru Mesu-tachi,,Hentai,OVA,,2023,winter 2023,Currently,,,Rx,0,0,0,
55074,Pikatto PikaPika Pikachu Campaign PV,,Adventure,ONA,1,2023,spring 2023,Finished,,,,0,0,0,
55058,Pole Princess!! Self-introduction,,,ONA,7,2022,fall 2022,Finished,,Original,,0,0,0,
43305,Yi Fei Chong Tian: Tianji Zhang Qi,,,TV,52,2015,winter 2015,Finished,,,PG,14029,21057,0,
43303,Lei Su Deng: Yi Fei Chong Tian,,,TV,52,2011,fall 2011,Finished,,,PG,17664,20249,1,
45541,Shuimu Youjiao Xuetang Xilie: Sanzijing,,,TV,116,,,Finished,,Original,PG,19871,24405,0,
45543,Shuimu Wawa Tansuo Yuzhou Zhi Mi,,,TV,18,,,Finished,,Original,PG,19866,24402,0,
45545,Shuimu Youjiao Xuetang Xilie: Qian Zi Wen,,,TV,63,,,Finished,,Book,PG,19870,24404,0,
45547,Shuimu Youjiao Xuetang Xilie: Shenghuo Xiao Baike,,,TV,230,,,Finished,,Original,PG,19872,24328,0,
45548,Shuimu Youjiao Xuetang Xilie: Jiao Ni Zuo Shougong,,,TV,300,,,Finished,,Original,PG,19869,24403,0,
45551,Shuimu Kaixin Xue Yuan,,,TV,500,,,Finished,,Original,PG,19863,24327,0,
45552,Shuimu Ertong Chengzhang Juchang,,,TV,500,,,Finished,,Original,PG,19858,24326,0,
43276,Yuan Xing Bi Lu,,,Movie,1,1960,,Finished,,,G,14140,21522,0,
43270,Hong Se Xin Hao,,,Movie,1,1959,,Finished,,,G,16526,21728,0,
43263,Yi Zhi Xie,,,Movie,1,1959,,Finished,,,G,14044,21807,0,
45612,Shu Ling Ji 2nd Season,,,ONA,40,2020,fall 2020,Finished,,Web novel,,19828,15816,0,
43261,Kan Chai Gu Niang,,,Movie,1,1959,,Finished,,,G,17154,21387,0,
43259,Mi Feng Yu Qiu Yin,,,Movie,1,1959,,Finished,,,PG,18071,21225,0,
43258,Luo Bo Hui Lai Le,,,Movie,1,1959,,Finished,,,PG,17792,21485,0,
54405,Shimajirou to Korasho no Saigo no Daiundoukai Tsunage! Nakayoshi Relay,,,OVA,1,2013,summer 2013,Finished,,,G,19705,22030,0,
43308,Zhi Duoduo: Jieri Jianianhua,,,ONA,10,2010,,Finished,,,PG,14267,22881,0,
43312,Lan Pi Shu Yu Da Lian Mao 2nd Season,,,TV,39,2000,spring 2000,Finished,,,PG,17620,21901,0,
20007,Hi Gekiga Ukiyoe Senya Ichiya,,"Action, Hentai",Movie,1,1969,fall 1969,Finished,,,Rx,,13707,1,
10653,Running Boy: Star Soldier no Himitsu,,Sci-Fi,Movie,1,1986,summer 1986,Finished,,,,19254,16100,0,
45493,Kangri Xiao Qibing,,,TV,26,2006,,Finished,,,PG,17163,23271,0,
54451,Fushou Akiyama Yukari no Sensha Kouza: M4 Sherman in Girls & Panzer,,,Special,1,2015,winter 2015,Finished,,Original,,0,0,0,
43348,Meitounao He Bugaoxing (TV),,,TV,26,2005,,Finished,,,PG,18006,21842,0,
43344,Hong Yunya,,,Movie,1,1962,,Finished,,,G,16530,21828,0,
43338,Di Kang,,,Movie,1,1935,,Finished,,Original,,15558,21630,0,
43316,McDull: Kuaile Di Tan,,,ONA,20,2013,,Finished,,,PG,17960,21090,0,
43313,McDull: Niu Hua Chen,,,ONA,11,2014,summer 2014,Finished,,,PG,17961,20688,0,
43311,Lan Pi Shu Yu Da Lian Mao,,,TV,30,1993,,Finished,,,PG,17620,21645,0,
43253,San Mao Liu Lang Ji (TV),,,TV,4,1984,,Finished,,,PG,19351,20953,0,
54292,Pinkfong-gwa Hogi-ui Sinnaneun Iyagi,,,Special,1,2020,winter 2020,Finished,,,PG,18901,22884,0,
54290,Pinkfong Cinema Concert 2: Wonderstar Concert Daejagjeon,,,Movie,1,2022,fall 2022,Finished,,,PG,18898,21706,0,
54217,"Wakamono, Gendai, Kougai",,Comedy,Movie,1,,,Finished,,,PG-13,13297,22771,0,
45696,Shuxue Huang Dao Lixian Ji,,,TV,40,2011,summer 2011,Finished,,,PG,19895,21107,0,
45697,Shuxue Huang Dao Lixian Ji 2,,,TV,40,2011,,Finished,,,PG,19896,21125,0,
45699,Huang Dao Lixian Ji: Luo Ke He Biancheng Mao,,,TV,40,2019,,Finished,,,PG,16595,21284,0,
43235,Xiao Li Yu Tiao Long Men,,,Movie,1,1958,,Finished,,,G,13609,21516,0,
43233,Xiao Pengyou Men,,,Movie,1,1958,,Finished,,,G,13628,21268,0,
45708,Kung Fu Long: Xue Xiaofang,,,TV,20,2016,,Finished,,,PG,17552,24050,0,
43232,Yi Ge Xin Zu Qiu,,,Movie,1,1957,,Finished,,,PG,14031,21368,0,
45713,Xiao Xiao Long Qihuan Ji,,Fantasy,TV,120,,,Finished,,,PG,13677,23976,0,
45716,Zhangbai Jingling,,,TV,104,,,Finished,,Original,PG,14233,24065,0,
43231,Shuang Bao Tai,,,Movie,1,1957,,Finished,,,PG,19834,21605,0,
45734,Dou Dou Hu Hanyu Zhenxin Hua,,,TV,52,,,Finished,,Original,PG,15674,23597,0,
45737,Dou Dou Hu Yuzhou Da Maoxian,,,TV,26,,,Finished,,Original,PG,15684,23663,0,
43237,Mei Li De Xiao Jin Yu,,,Movie,1,1958,,Finished,,,G,17980,21486,0,
43238,Shui Chang De Zui Hao,,,Movie,1,1958,,Finished,,,G,19842,21772,0,
43239,Xiao Fa Ming Jia,,,Movie,1,1958,,Finished,,,G,13573,21512,0,
43241,Huo Yan Shan,,,Movie,1,1958,,Finished,,,G,16659,21476,0,
54289,Pinkfong Cinema Concert: Ujudaetamheom,,,Movie,1,2020,winter 2020,Finished,,,PG,18899,22511,0,
10335,Konpeki no Kantai: Sourai Kaihatsu Monogatari,,,Special,1,1997,,Finished,J.C.Staff,,,17431,14878,0,
43250,Da Lie Ji,,,Movie,1,1958,,Finished,,,G,15422,20910,0,
43249,Si Zhi Xiao Ye Ya,,,Movie,1,1958,,Finished,,,G,19909,21401,0,
43246,Guo Hou Shan,,,Movie,1,1958,,Finished,,,G,16222,21239,0,
45660,Rubi Yoyo,,,TV,52,2000,,Finished,,,PG,19238,21099,0,
